packet,altitude,pressure,temperature,vertical_speed,battery,voltage,roll,pitch,yaw,lat,lon,sats,fix
118,0.00,1013.25,14.80,0.00,4.14,4.06,-8.90,-4.60,147.80,28.622557,77.093036,12,FIX 3D
119,0.00,1013.25,15.10,0.00,4.14,4.06,-5.00,-2.40,163.00,28.622647,77.093065,8,FIX 3D
119,0.00,1013.25,15.10,0.00,4.14,4.06,-5.00,-2.40,163.00,28.622647,77.093065,8,FIX 3D
120,0.00,1013.25,15.10,0.00,4.14,4.06,-0.80,-1.70,178.10,28.622562,77.092970,11,FIX 3D
120,0.00,1013.25,15.10,0.00,4.14,4.06,-0.80,-1.70,178.10,28.622562,77.092970,11,FIX 3D
121,0.00,1013.25,14.90,0.00,4.14,4.06,2.50,1.10,193.40,28.622527,77.093005,11,FIX 3D
121,0.00,1013.25,14.90,0.00,4.14,4.06,2.50,1.10,193.40,28.622527,77.093005,11,FIX 3D
122,0.00,1013.25,15.00,0.00,4.14,4.06,6.40,2.90,208.50,28.622489,77.093086,8,FIX 3D
122,0.00,1013.25,15.00,0.00,4.14,4.06,6.40,2.90,208.50,28.622489,77.093086,8,FIX 3D
123,0.00,1013.25,14.70,0.00,4.14,4.06,8.00,6.00,223.70,28.622420,77.093136,10,FIX 3D
123,0.00,1013.25,14.70,0.00,4.14,4.06,8.00,6.00,223.70,28.622420,77.093136,10,FIX 3D
124,0.00,1013.25,15.10,0.00,4.14,4.06,10.30,6.50,238.90,28.622400,77.093198,12,FIX 3D
124,0.00,1013.25,15.10,0.00,4.14,4.06,10.30,6.50,238.90,28.622400,77.093198,12,FIX 3D
125,0.00,1013.25,14.70,0.00,4.14,4.05,8.00,8.10,254.00,28.622386,77.093235,9,FIX 3D
125,0.00,1013.25,14.70,0.00,4.14,4.05,8.00,8.10,254.00,28.622386,77.093235,9,FIX 3D
126,0.00,1013.25,14.70,0.00,4.13,4.05,9.20,8.90,269.20,28.622465,77.093273,10,FIX 3D
126,0.00,1013.25,14.70,0.00,4.13,4.05,9.20,8.90,269.20,28.622465,77.093273,10,FIX 3D
127,0.00,1013.25,15.20,0.00,4.13,4.05,3.00,6.60,284.40,28.622443,77.093263,9,FIX 3D
127,0.00,1013.25,15.20,0.00,4.13,4.05,3.00,6.60,284.40,28.622443,77.093263,9,FIX 3D
128,0.00,1013.25,14.90,0.00,4.13,4.04,0.70,6.00,299.60,28.622411,77.093182,12,FIX 3D
128,0.00,1013.25,14.90,0.00,4.13,4.04,0.70,6.00,299.60,28.622411,77.093182,12,FIX 3D
129,0.00,1013.25,15.20,0.00,4.12,4.04,-2.60,4.00,314.80,28.622325,77.093251,8,FIX 3D
129,0.00,1013.25,15.20,0.00,4.12,4.04,-2.60,4.00,314.80,28.622325,77.093251,8,FIX 3D
130,0.00,1013.25,14.70,0.00,4.12,4.04,-6.70,2.50,329.90,28.622256,77.093346,8,FIX 3D
130,0.00,1013.25,14.70,0.00,4.12,4.04,-6.70,2.50,329.90,28.622256,77.093346,8,FIX 3D
131,0.00,1013.25,15.10,0.00,4.11,4.03,-11.10,-0.40,344.90,28.622295,77.093375,11,FIX 3D
131,0.00,1013.25,15.10,0.00,4.11,4.03,-11.10,-0.40,344.90,28.622295,77.093375,11,FIX 3D
132,0.00,1013.25,14.80,0.00,4.11,4.03,-8.30,-3.00,0.10,28.622195,77.093398,8,FIX 3D
132,0.00,1013.25,14.80,0.00,4.11,4.03,-8.30,-3.00,0.10,28.622195,77.093398,8,FIX 3D
133,0.00,1013.25,14.80,0.00,4.11,4.02,-7.80,-4.30,15.30,28.622190,77.093323,8,FIX 3D
133,0.00,1013.25,14.80,0.00,4.11,4.02,-7.80,-4.30,15.30,28.622190,77.093323,8,FIX 3D
134,0.00,1013.25,15.30,0.00,4.10,4.02,-8.70,-6.20,30.30,28.622142,77.093304,12,FIX 3D
134,0.00,1013.25,15.30,0.00,4.10,4.02,-8.70,-6.20,30.30,28.622142,77.093304,12,FIX 3D
135,0.00,1013.25,15.30,0.00,4.10,4.01,-2.60,-8.60,45.40,28.622053,77.093319,12,FIX 3D
135,0.00,1013.25,15.30,0.00,4.10,4.01,-2.60,-8.60,45.40,28.622053,77.093319,12,FIX 3D
136,0.00,1013.25,14.70,0.00,4.09,4.01,-1.30,-7.80,60.60,28.622137,77.093302,11,FIX 3D
136,0.00,1013.25,14.70,0.00,4.09,4.01,-1.30,-7.80,60.60,28.622137,77.093302,11,FIX 3D
137,0.00,1013.25,14.80,0.00,4.09,4.00,4.20,-7.60,75.70,28.622227,77.093357,10,FIX 3D
137,0.00,1013.25,14.80,0.00,4.09,4.00,4.20,-7.60,75.70,28.622227,77.093357,10,FIX 3D
138,0.00,1013.25,14.80,0.00,4.08,4.00,6.00,-6.10,90.90,28.622138,77.093398,9,FIX 3D
138,0.00,1013.25,14.80,0.00,4.08,4.00,6.00,-6.10,90.90,28.622138,77.093398,9,FIX 3D
139,0.00,1013.25,14.80,0.00,4.08,3.99,10.20,-4.80,106.00,28.622140,77.093343,9,FIX 3D
139,0.00,1013.25,14.80,0.00,4.08,3.99,10.20,-4.80,106.00,28.622140,77.093343,9,FIX 3D
140,0.00,1013.25,15.10,0.00,4.07,3.99,10.00,-3.00,121.30,28.622125,77.093441,10,FIX 3D
140,0.00,1013.25,15.10,0.00,4.07,3.99,10.00,-3.00,121.30,28.622125,77.093441,10,FIX 3D
141,0.00,1013.25,15.00,0.00,4.07,3.99,9.10,-0.50,136.50,28.622172,77.093460,10,FIX 3D
141,0.00,1013.25,15.00,0.00,4.07,3.99,9.10,-0.50,136.50,28.622172,77.093460,10,FIX 3D
142,0.00,1013.25,14.70,0.00,4.06,3.98,4.40,1.90,151.70,28.622156,77.093518,8,FIX 3D
142,0.00,1013.25,14.70,0.00,4.06,3.98,4.40,1.90,151.70,28.622156,77.093518,8,FIX 3D
143,0.00,1013.25,15.10,0.00,4.06,3.98,3.80,4.20,166.80,28.622227,77.093559,8,FIX 3D
143,0.00,1013.25,15.10,0.00,4.06,3.98,3.80,4.20,166.80,28.622227,77.093559,8,FIX 3D
144,0.00,1013.25,14.80,0.00,4.06,3.97,-1.40,6.50,181.90,28.622144,77.093460,12,FIX 3D
144,0.00,1013.25,14.80,0.00,4.06,3.97,-1.40,6.50,181.90,28.622144,77.093460,12,FIX 3D
145,0.00,1013.25,14.70,0.00,4.05,3.97,-4.80,7.10,196.90,28.622186,77.093449,9,FIX 3D
145,0.00,1013.25,14.70,0.00,4.05,3.97,-4.80,7.10,196.90,28.622186,77.093449,9,FIX 3D
146,0.00,1013.25,14.90,0.00,4.05,3.97,-7.20,7.70,212.10,28.622202,77.093480,8,FIX 3D
146,0.00,1013.25,14.90,0.00,4.05,3.97,-7.20,7.70,212.10,28.622202,77.093480,8,FIX 3D
147,0.00,1013.25,15.00,0.00,4.05,3.97,-9.80,7.60,227.30,28.622263,77.093456,12,FIX 3D
147,0.00,1013.25,15.00,0.00,4.05,3.97,-9.80,7.60,227.30,28.622263,77.093456,12,FIX 3D
148,0.00,1013.25,15.00,0.00,4.04,3.96,-9.50,7.70,242.50,28.622295,77.093364,11,FIX 3D
148,0.00,1013.25,15.00,0.00,4.04,3.96,-9.50,7.70,242.50,28.622295,77.093364,11,FIX 3D
149,0.00,1013.25,15.20,0.00,4.04,3.96,-10.20,5.50,257.50,28.622303,77.093316,8,FIX 3D
149,0.00,1013.25,15.20,0.00,4.04,3.96,-10.20,5.50,257.50,28.622303,77.093316,8,FIX 3D
150,0.00,1013.25,14.90,0.00,4.04,3.96,-6.90,2.60,272.60,28.622225,77.093316,9,FIX 3D
150,0.00,1013.25,14.90,0.00,4.04,3.96,-6.90,2.60,272.60,28.622225,77.093316,9,FIX 3D
151,0.00,1013.25,14.80,0.00,4.04,3.96,-0.60,0.80,287.60,28.622324,77.093314,10,FIX 3D
151,0.00,1013.25,14.80,0.00,4.04,3.96,-0.60,0.80,287.60,28.622324,77.093314,10,FIX 3D
152,0.00,1013.25,15.10,0.00,4.04,3.96,1.00,-1.10,302.70,28.622338,77.093344,11,FIX 3D
152,0.00,1013.25,15.10,0.00,4.04,3.96,1.00,-1.10,302.70,28.622338,77.093344,11,FIX 3D
153,0.00,1013.25,14.70,0.00,4.04,3.96,5.00,-3.00,317.90,28.622332,77.093396,11,FIX 3D
153,0.00,1013.25,14.70,0.00,4.04,3.96,5.00,-3.00,317.90,28.622332,77.093396,11,FIX 3D
154,0.00,1013.25,15.00,0.00,4.04,3.96,7.50,-4.60,333.10,28.622249,77.093494,8,FIX 3D
154,0.00,1013.25,15.00,0.00,4.04,3.96,7.50,-4.60,333.10,28.622249,77.093494,8,FIX 3D
155,0.00,1013.25,15.00,0.00,4.04,3.96,10.20,-7.80,348.40,28.622204,77.093407,9,FIX 3D
155,0.00,1013.25,15.00,0.00,4.04,3.96,10.20,-7.80,348.40,28.622204,77.093407,9,FIX 3D
156,0.00,1013.25,15.00,0.00,4.04,3.96,9.10,-8.60,3.40,28.622233,77.093357,9,FIX 3D
156,0.00,1013.25,15.00,0.00,4.04,3.96,9.10,-8.60,3.40,28.622233,77.093357,9,FIX 3D
157,0.00,1013.25,15.00,0.00,4.04,3.96,8.80,-7.10,18.60,28.622307,77.093262,10,FIX 3D
157,0.00,1013.25,15.00,0.00,4.04,3.96,8.80,-7.10,18.60,28.622307,77.093262,10,FIX 3D
158,0.00,1013.25,15.00,0.00,4.04,3.96,5.20,-6.50,33.70,28.622224,77.093233,10,FIX 3D
158,0.00,1013.25,15.00,0.00,4.04,3.96,5.20,-6.50,33.70,28.622224,77.093233,10,FIX 3D
159,0.00,1013.25,14.90,0.00,4.04,3.96,2.50,-5.00,48.80,28.622202,77.093182,12,FIX 3D
159,0.00,1013.25,14.90,0.00,4.04,3.96,2.50,-5.00,48.80,28.622202,77.093182,12,FIX 3D
160,0.00,1013.25,15.00,0.00,4.05,3.97,-1.60,-3.80,63.90,28.622218,77.093110,8,FIX 3D
160,0.00,1013.25,15.00,0.00,4.05,3.97,-1.60,-3.80,63.90,28.622218,77.093110,8,FIX 3D
161,0.00,1013.25,15.20,0.00,4.05,3.97,-8.00,-1.90,79.10,28.622271,77.093041,9,FIX 3D
161,0.00,1013.25,15.20,0.00,4.05,3.97,-8.00,-1.90,79.10,28.622271,77.093041,9,FIX 3D
162,0.00,1013.25,15.00,0.00,4.05,3.97,-10.20,0.90,94.20,28.622273,77.093045,11,FIX 3D
162,0.00,1013.25,15.00,0.00,4.05,3.97,-10.20,0.90,94.20,28.622273,77.093045,11,FIX 3D
163,0.00,1013.25,15.20,0.00,4.05,3.97,-9.90,2.80,109.40,28.622306,77.093133,11,FIX 3D
163,0.00,1013.25,15.20,0.00,4.05,3.97,-9.90,2.80,109.40,28.622306,77.093133,11,FIX 3D
164,0.00,1013.25,14.80,0.00,4.06,3.98,-9.00,5.40,124.60,28.622271,77.093225,11,FIX 3D
164,0.00,1013.25,14.80,0.00,4.06,3.98,-9.00,5.40,124.60,28.622271,77.093225,11,FIX 3D
165,0.00,1013.25,14.90,0.00,4.06,3.98,-7.40,6.60,139.80,28.622316,77.093306,11,FIX 3D
165,0.00,1013.25,14.90,0.00,4.06,3.98,-7.40,6.60,139.80,28.622316,77.093306,11,FIX 3D
166,0.00,1013.25,14.90,0.00,4.06,3.98,-3.30,8.10,155.00,28.622316,77.093327,9,FIX 3D
166,0.00,1013.25,14.90,0.00,4.06,3.98,-3.30,8.10,155.00,28.622316,77.093327,9,FIX 3D
167,0.00,1013.25,15.10,0.00,4.07,3.99,1.80,8.30,170.20,28.622359,77.093412,11,FIX 3D
167,0.00,1013.25,15.10,0.00,4.07,3.99,1.80,8.30,170.20,28.622359,77.093412,11,FIX 3D
168,0.00,1013.25,14.90,0.00,4.07,3.99,3.60,7.10,185.50,28.622457,77.093361,10,FIX 3D
168,0.00,1013.25,14.90,0.00,4.07,3.99,3.60,7.10,185.50,28.622457,77.093361,10,FIX 3D
169,0.00,1013.25,14.90,0.00,4.07,3.99,5.50,6.10,200.70,28.622461,77.093403,9,FIX 3D
169,0.00,1013.25,14.90,0.00,4.07,3.99,5.50,6.10,200.70,28.622461,77.093403,9,FIX 3D
170,0.00,1013.25,14.80,0.00,4.08,3.99,10.90,4.00,215.80,28.622516,77.093364,11,FIX 3D
170,0.00,1013.25,14.80,0.00,4.08,3.99,10.90,4.00,215.80,28.622516,77.093364,11,FIX 3D
171,0.00,1013.25,15.10,0.00,4.08,4.00,9.30,3.20,230.80,28.622496,77.093446,11,FIX 3D
171,0.00,1013.25,15.10,0.00,4.08,4.00,9.30,3.20,230.80,28.622496,77.093446,11,FIX 3D
172,0.00,1013.25,15.00,0.00,4.08,4.00,8.60,1.10,245.90,28.622583,77.093418,8,FIX 3D
172,0.00,1013.25,15.00,0.00,4.08,4.00,8.60,1.10,245.90,28.622583,77.093418,8,FIX 3D
173,0.00,1013.25,15.20,0.00,4.08,4.00,7.40,-1.40,261.10,28.622648,77.093393,8,FIX 3D
173,0.00,1013.25,15.20,0.00,4.08,4.00,7.40,-1.40,261.10,28.622648,77.093393,8,FIX 3D
174,0.00,1013.25,14.90,0.00,4.09,4.01,2.60,-3.50,276.30,28.622742,77.093453,12,FIX 3D
174,0.00,1013.25,14.90,0.00,4.09,4.01,2.60,-3.50,276.30,28.622742,77.093453,12,FIX 3D
175,0.00,1013.25,14.90,0.00,4.09,4.01,0.70,-5.50,291.50,28.622802,77.093422,8,FIX 3D
175,0.00,1013.25,14.90,0.00,4.09,4.01,0.70,-5.50,291.50,28.622802,77.093422,8,FIX 3D
176,0.00,1013.25,14.80,0.00,4.09,4.01,-3.10,-8.00,306.70,28.622869,77.093402,11,FIX 3D
176,0.00,1013.25,14.80,0.00,4.09,4.01,-3.10,-8.00,306.70,28.622869,77.093402,11,FIX 3D
177,0.00,1013.25,14.90,0.00,4.09,4.01,-9.70,-7.40,321.70,28.622807,77.093317,8,FIX 3D
177,0.00,1013.25,14.90,0.00,4.09,4.01,-9.70,-7.40,321.70,28.622807,77.093317,8,FIX 3D
178,0.00,1013.25,15.00,0.00,4.09,4.01,-11.00,-8.00,336.70,28.622854,77.093256,11,FIX 3D
178,0.00,1013.25,15.00,0.00,4.09,4.01,-11.00,-8.00,336.70,28.622854,77.093256,11,FIX 3D
179,0.00,1013.25,15.30,0.00,4.09,4.01,-10.60,-6.40,351.70,28.622812,77.093325,12,FIX 3D
179,0.00,1013.25,15.30,0.00,4.09,4.01,-10.60,-6.40,351.70,28.622812,77.093325,12,FIX 3D
180,0.00,1013.25,14.70,0.00,4.09,4.01,-6.60,-6.60,6.90,28.622908,77.093410,11,FIX 3D
180,0.00,1013.25,14.70,0.00,4.09,4.01,-6.60,-6.60,6.90,28.622908,77.093410,11,FIX 3D
181,0.00,1013.25,15.10,0.00,4.09,4.01,-5.60,-3.30,22.10,28.622949,77.093395,9,FIX 3D
181,0.00,1013.25,15.10,0.00,4.09,4.01,-5.60,-3.30,22.10,28.622949,77.093395,9,FIX 3D
182,0.00,1013.25,15.20,0.00,4.09,4.01,-2.40,-2.10,37.20,28.622852,77.093331,11,FIX 3D
182,0.00,1013.25,15.20,0.00,4.09,4.01,-2.40,-2.10,37.20,28.622852,77.093331,11,FIX 3D
183,0.00,1013.25,14.80,0.00,4.09,4.01,2.50,0.70,52.40,28.622778,77.093379,12,FIX 3D
183,0.00,1013.25,14.80,0.00,4.09,4.01,2.50,0.70,52.40,28.622778,77.093379,12,FIX 3D
184,0.00,1013.25,14.80,0.00,4.09,4.01,6.20,3.50,67.70,28.622792,77.093299,9,FIX 3D
184,0.00,1013.25,14.80,0.00,4.09,4.01,6.20,3.50,67.70,28.622792,77.093299,9,FIX 3D
185,0.00,1013.25,15.00,0.00,4.09,4.01,9.10,6.00,82.80,28.622733,77.093382,10,FIX 3D
185,0.00,1013.25,15.00,0.00,4.09,4.01,9.10,6.00,82.80,28.622733,77.093382,10,FIX 3D
186,0.00,1013.25,15.30,0.00,4.09,4.01,10.10,6.00,97.90,28.622704,77.093392,9,FIX 3D
186,0.00,1013.25,15.30,0.00,4.09,4.01,10.10,6.00,97.90,28.622704,77.093392,9,FIX 3D
187,0.00,1013.25,14.90,0.00,4.09,4.00,7.80,8.10,113.10,28.622725,77.093389,9,FIX 3D
187,0.00,1013.25,14.90,0.00,4.09,4.00,7.80,8.10,113.10,28.622725,77.093389,9,FIX 3D
188,0.00,1013.25,15.10,0.00,4.08,4.00,7.40,8.00,128.30,28.622773,77.093396,10,FIX 3D
188,0.00,1013.25,15.10,0.00,4.08,4.00,7.40,8.00,128.30,28.622773,77.093396,10,FIX 3D
189,0.00,1013.25,14.80,0.00,4.08,4.00,4.20,7.50,143.30,28.622765,77.093310,9,FIX 3D
189,0.00,1013.25,14.80,0.00,4.08,4.00,4.20,7.50,143.30,28.622765,77.093310,9,FIX 3D
190,0.00,1013.25,15.00,0.00,4.08,4.00,1.40,5.40,158.50,28.622747,77.093319,10,FIX 3D
190,0.00,1013.25,15.00,0.00,4.08,4.00,1.40,5.40,158.50,28.622747,77.093319,10,FIX 3D
191,0.00,1013.25,14.90,0.00,4.07,3.99,-1.10,4.70,173.60,28.622663,77.093249,11,FIX 3D
191,0.00,1013.25,14.90,0.00,4.07,3.99,-1.10,4.70,173.60,28.622663,77.093249,11,FIX 3D
192,0.00,1013.25,15.10,0.00,4.07,3.99,-5.20,2.80,188.70,28.622602,77.093296,8,FIX 3D
192,0.00,1013.25,15.10,0.00,4.07,3.99,-5.20,2.80,188.70,28.622602,77.093296,8,FIX 3D
193,0.00,1013.25,14.80,0.00,4.07,3.98,-10.70,-1.00,203.90,28.622562,77.093251,12,FIX 3D
193,0.00,1013.25,14.80,0.00,4.07,3.98,-10.70,-1.00,203.90,28.622562,77.093251,12,FIX 3D
194,0.00,1013.25,14.80,0.00,4.06,3.98,-9.10,-1.60,218.90,28.622572,77.093348,10,FIX 3D
194,0.00,1013.25,14.80,0.00,4.06,3.98,-9.10,-1.60,218.90,28.622572,77.093348,10,FIX 3D
195,0.00,1013.25,15.20,0.00,4.06,3.98,-8.60,-4.20,234.00,28.622539,77.093267,9,FIX 3D
195,0.00,1013.25,15.20,0.00,4.06,3.98,-8.60,-4.20,234.00,28.622539,77.093267,9,FIX 3D
196,0.00,1013.25,14.80,0.00,4.05,3.97,-6.40,-5.50,249.00,28.622550,77.093250,11,FIX 3D
196,0.00,1013.25,14.80,0.00,4.05,3.97,-6.40,-5.50,249.00,28.622550,77.093250,11,FIX 3D
197,0.00,1013.25,14.80,0.00,4.05,3.97,-2.80,-8.50,264.00,28.622523,77.093247,9,FIX 3D
197,0.00,1013.25,14.80,0.00,4.05,3.97,-2.80,-8.50,264.00,28.622523,77.093247,9,FIX 3D
198,0.00,1013.25,15.00,0.00,4.04,3.96,-0.50,-7.70,279.30,28.622440,77.093202,11,FIX 3D
198,0.00,1013.25,15.00,0.00,4.04,3.96,-0.50,-7.70,279.30,28.622440,77.093202,11,FIX 3D
199,0.00,1013.25,14.90,0.00,4.04,3.96,1.90,-7.80,294.50,28.622538,77.093292,12,FIX 3D
199,0.00,1013.25,14.90,0.00,4.04,3.96,1.90,-7.80,294.50,28.622538,77.093292,12,FIX 3D
200,0.00,1013.25,14.80,0.00,4.03,3.95,5.70,-7.60,309.70,28.622636,77.093267,12,FIX 3D
200,0.00,1013.25,14.80,0.00,4.03,3.95,5.70,-7.60,309.70,28.622636,77.093267,12,FIX 3D
201,0.00,1013.25,15.10,0.00,4.03,3.95,9.40,-5.00,324.80,28.622550,77.093342,9,FIX 3D
201,0.00,1013.25,15.10,0.00,4.03,3.95,9.40,-5.00,324.80,28.622550,77.093342,9,FIX 3D
202,0.00,1013.25,14.70,0.00,4.02,3.94,9.50,-3.30,340.00,28.622591,77.093322,12,FIX 3D
202,0.00,1013.25,14.70,0.00,4.02,3.94,9.50,-3.30,340.00,28.622591,77.093322,12,FIX 3D
203,0.00,1013.25,15.30,0.00,4.02,3.94,7.80,-0.40,355.20,28.622589,77.093356,11,FIX 3D
203,0.00,1013.25,15.30,0.00,4.02,3.94,7.80,-0.40,355.20,28.622589,77.093356,11,FIX 3D
204,0.00,1013.25,14.90,0.00,4.01,3.93,8.90,1.50,10.20,28.622684,77.093382,12,FIX 3D
204,0.00,1013.25,14.90,0.00,4.01,3.93,8.90,1.50,10.20,28.622684,77.093382,12,FIX 3D
205,0.00,1013.25,15.30,0.00,4.01,3.93,5.40,4.60,25.30,28.622606,77.093344,11,FIX 3D
205,0.00,1013.25,15.30,0.00,4.01,3.93,5.40,4.60,25.30,28.622606,77.093344,11,FIX 3D
206,0.00,1013.25,15.30,0.00,4.01,3.93,-2.00,6.00,40.40,28.622528,77.093342,8,FIX 3D
206,0.00,1013.25,15.30,0.00,4.01,3.93,-2.00,6.00,40.40,28.622528,77.093342,8,FIX 3D
207,0.00,1013.25,14.80,0.00,4.00,3.92,-3.20,7.90,55.60,28.622431,77.093438,8,FIX 3D
207,0.00,1013.25,14.80,0.00,4.00,3.92,-3.20,7.90,55.60,28.622431,77.093438,8,FIX 3D
208,0.00,1013.25,14.80,0.00,4.00,3.92,-8.90,8.00,70.90,28.622420,77.093468,9,FIX 3D
208,0.00,1013.25,14.80,0.00,4.00,3.92,-8.90,8.00,70.90,28.622420,77.093468,9,FIX 3D
209,0.00,1013.25,15.20,0.00,4.00,3.92,-8.60,7.60,85.90,28.622449,77.093475,11,FIX 3D
209,0.00,1013.25,15.20,0.00,4.00,3.92,-8.60,7.60,85.90,28.622449,77.093475,11,FIX 3D
210,0.00,1013.25,15.10,0.00,3.99,3.91,-10.00,6.30,101.00,28.622546,77.093445,9,FIX 3D
210,0.00,1013.25,15.10,0.00,3.99,3.91,-10.00,6.30,101.00,28.622546,77.093445,9,FIX 3D
211,0.00,1013.25,14.90,0.00,3.99,3.91,-8.70,6.40,116.00,28.622584,77.093441,12,FIX 3D
211,0.00,1013.25,14.90,0.00,3.99,3.91,-8.70,6.40,116.00,28.622584,77.093441,12,FIX 3D
212,0.00,1013.25,15.30,0.00,3.99,3.91,-7.90,4.80,131.10,28.622492,77.093442,8,FIX 3D
212,0.00,1013.25,15.30,0.00,3.99,3.91,-7.90,4.80,131.10,28.622492,77.093442,8,FIX 3D
213,0.00,1013.25,14.70,0.00,3.99,3.91,-3.50,1.60,146.30,28.622571,77.093446,9,FIX 3D
213,0.00,1013.25,14.70,0.00,3.99,3.91,-3.50,1.60,146.30,28.622571,77.093446,9,FIX 3D
214,0.00,1013.25,15.10,0.00,3.99,3.91,3.00,-1.20,161.50,28.622481,77.093352,11,FIX 3D
214,0.00,1013.25,15.10,0.00,3.99,3.91,3.00,-1.20,161.50,28.622481,77.093352,11,FIX 3D
215,0.00,1013.25,14.70,0.00,3.99,3.91,6.70,-2.30,176.70,28.622431,77.093275,9,FIX 3D
215,0.00,1013.25,14.70,0.00,3.99,3.91,6.70,-2.30,176.70,28.622431,77.093275,9,FIX 3D
216,0.00,1013.25,14.80,0.00,3.99,3.91,9.30,-4.40,191.70,28.622470,77.093268,11,FIX 3D
216,0.00,1013.25,14.80,0.00,3.99,3.91,9.30,-4.40,191.70,28.622470,77.093268,11,FIX 3D
217,0.00,1013.25,15.00,0.00,3.99,3.91,8.40,-7.30,206.70,28.622542,77.093289,11,FIX 3D
217,0.00,1013.25,15.00,0.00,3.99,3.91,8.40,-7.30,206.70,28.622542,77.093289,11,FIX 3D
218,0.00,1013.25,15.10,0.00,3.99,3.91,11.60,-8.20,221.90,28.622618,77.093234,11,FIX 3D
218,0.00,1013.25,15.10,0.00,3.99,3.91,11.60,-8.20,221.90,28.622618,77.093234,11,FIX 3D
219,0.00,1013.25,14.80,0.00,3.99,3.91,8.90,-7.00,236.90,28.622520,77.093279,11,FIX 3D
219,0.00,1013.25,14.80,0.00,3.99,3.91,8.90,-7.00,236.90,28.622520,77.093279,11,FIX 3D
220,0.00,1013.25,15.10,0.00,3.99,3.91,5.30,-8.00,252.10,28.622429,77.093234,12,FIX 3D
220,0.00,1013.25,15.10,0.00,3.99,3.91,5.30,-8.00,252.10,28.622429,77.093234,12,FIX 3D
221,0.00,1013.25,15.20,0.00,3.99,3.91,2.70,-7.10,267.30,28.622383,77.093204,11,FIX 3D
221,0.00,1013.25,15.20,0.00,3.99,3.91,2.70,-7.10,267.30,28.622383,77.093204,11,FIX 3D
222,0.00,1013.25,15.10,0.00,4.00,3.92,-0.80,-4.90,282.50,28.622351,77.093132,9,FIX 3D
222,0.00,1013.25,15.10,0.00,4.00,3.92,-0.80,-4.90,282.50,28.622351,77.093132,9,FIX 3D
223,0.00,1013.25,15.00,0.00,4.00,3.92,-7.70,-2.80,297.70,28.622315,77.093142,12,FIX 3D
223,0.00,1013.25,15.00,0.00,4.00,3.92,-7.70,-2.80,297.70,28.622315,77.093142,12,FIX 3D
224,0.00,1013.25,14.80,0.00,4.00,3.92,-6.70,-0.80,312.90,28.622231,77.093067,8,FIX 3D
224,0.00,1013.25,14.80,0.00,4.00,3.92,-6.70,-0.80,312.90,28.622231,77.093067,8,FIX 3D
225,0.00,1013.25,15.00,0.00,4.00,3.92,-11.60,2.10,328.10,28.622133,77.093016,9,FIX 3D
225,0.00,1013.25,15.00,0.00,4.00,3.92,-11.60,2.10,328.10,28.622133,77.093016,9,FIX 3D
226,0.00,1013.25,14.90,0.00,4.01,3.93,-11.30,5.20,343.30,28.622167,77.092945,8,FIX 3D
226,0.00,1013.25,14.90,0.00,4.01,3.93,-11.30,5.20,343.30,28.622167,77.092945,8,FIX 3D
227,0.00,1013.25,15.00,0.00,4.01,3.93,-7.50,6.00,358.40,28.622205,77.092942,12,FIX 3D
227,0.00,1013.25,15.00,0.00,4.01,3.93,-7.50,6.00,358.40,28.622205,77.092942,12,FIX 3D
228,0.00,1013.25,14.80,0.00,4.01,3.93,-5.20,7.00,13.50,28.622274,77.092854,8,FIX 3D
228,0.00,1013.25,14.80,0.00,4.01,3.93,-5.20,7.00,13.50,28.622274,77.092854,8,FIX 3D
229,0.00,1013.25,14.70,0.00,4.02,3.94,-1.20,8.40,28.70,28.622255,77.092887,11,FIX 3D
229,0.00,1013.25,14.70,0.00,4.02,3.94,-1.20,8.40,28.70,28.622255,77.092887,11,FIX 3D
230,0.00,1013.25,14.80,0.00,4.02,3.94,1.70,8.00,43.90,28.622328,77.092966,11,FIX 3D
230,0.00,1013.25,14.80,0.00,4.02,3.94,1.70,8.00,43.90,28.622328,77.092966,11,FIX 3D
231,0.00,1013.25,15.00,0.00,4.02,3.94,5.50,6.80,59.00,28.622266,77.092992,11,FIX 3D
231,0.00,1013.25,15.00,0.00,4.02,3.94,5.50,6.80,59.00,28.622266,77.092992,11,FIX 3D
232,0.00,1013.25,14.80,0.00,4.03,3.94,8.90,6.30,74.20,28.622310,77.092920,8,FIX 3D
232,0.00,1013.25,14.80,0.00,4.03,3.94,8.90,6.30,74.20,28.622310,77.092920,8,FIX 3D
233,0.00,1013.25,14.70,0.00,4.03,3.95,8.00,3.20,89.40,28.622264,77.092839,10,FIX 3D
233,0.00,1013.25,14.70,0.00,4.03,3.95,8.00,3.20,89.40,28.622264,77.092839,10,FIX 3D
234,0.00,1013.25,14.90,0.00,4.03,3.95,11.20,0.10,104.60,28.622312,77.092901,10,FIX 3D
234,0.00,1013.25,14.90,0.00,4.03,3.95,11.20,0.10,104.60,28.622312,77.092901,10,FIX 3D
235,0.00,1013.25,14.90,0.00,4.03,3.95,9.30,-0.70,119.70,28.622224,77.092974,9,FIX 3D
235,0.00,1013.25,14.90,0.00,4.03,3.95,9.30,-0.70,119.70,28.622224,77.092974,9,FIX 3D
236,0.00,1013.25,15.00,0.00,4.04,3.96,5.40,-4.20,134.90,28.622270,77.092942,10,FIX 3D
